kepoi_name,kepler_name,glon,glat,sma,smaunc,prad,pradunc,kepoi_type
KOI 639.01,,74.597705,7.458418,0.1320,,2.27,,CANDIDATE
KOI 640.01,,74.789894,7.244635,0.1850,,2.43,,CANDIDATE
KOI 641.01,,75.536046,5.868755,0.0980,,1.83,,CANDIDATE
KOI 644.01,,72.411739,12.277404,0.2620,,33.16,,CANDIDATE
KOI 645.01,,74.298900,8.746268,0.0800,,2.53,,CANDIDATE
KOI 645.02,,74.298900,8.746268,0.1590,,2.51,,CANDIDATE
KOI 647.01,,72.981207,11.510759,0.0580,,1.65,,CANDIDATE
KOI 649.01,,72.595884,12.524499,0.1610,,2.31,,CANDIDATE
KOI 650.01,,73.023507,12.201442,0.0930,,2.32,,CANDIDATE
KOI 652.01,,74.166454,10.068382,0.1000,,2.62,,CANDIDATE
KOI 654.01,,71.338623,16.407651,0.0820,,2.97,,CANDIDATE
KOI 655.01,,74.338724,10.127211,0.1800,,2.77,,CANDIDATE
KOI 655.02,,74.338724,10.127211,0.5880,,2.54,,CANDIDATE
KOI 657.01,,71.006594,17.442828,0.0450,,1.63,,CANDIDATE
KOI 657.02,,71.006594,17.442828,0.1120,,2.08,,CANDIDATE
KOI 658.01,,75.693547,7.893856,0.0420,,2.03,,CANDIDATE
KOI 658.02,,75.693547,7.893856,0.0600,,2.02,,CANDIDATE
KOI 658.03,,75.693547,7.893856,0.0980,,1.14,,CANDIDATE
KOI 659.01,,74.050430,11.001273,0.1700,,2.53,,CANDIDATE
KOI 660.01,,71.854782,16.196185,0.0640,,3.17,,CANDIDATE
KOI 661.01,,72.120106,15.955378,0.1140,,2.06,,CANDIDATE
KOI 661.02,,72.120106,15.955378,0.1680,,1.35,,CANDIDATE
KOI 662.01,,74.254887,11.293941,0.0920,,2.05,,CANDIDATE
KOI 663.01,,72.197899,16.034521,0.0320,,1.47,,CANDIDATE
KOI 663.02,,72.197899,16.034521,0.1220,,1.82,,CANDIDATE
KOI 664.01,,74.166843,11.710520,0.1070,,1.83,,CANDIDATE
KOI 664.02,,74.166843,11.710520,0.0750,,1.19,,CANDIDATE
KOI 664.03,,74.166843,11.710520,0.1570,,1.19,,CANDIDATE
KOI 665.01,,73.947193,12.929289,0.0640,,2.51,,CANDIDATE
KOI 665.02,,73.947193,12.929289,0.0270,,1.16,,CANDIDATE
KOI 665.03,,73.947193,12.929289,0.0420,,1.09,,CANDIDATE
KOI 666.01,,75.963178,8.944761,0.1590,,2.56,,CANDIDATE
KOI 667.01,,71.676212,18.336999,0.0430,,5.27,,CANDIDATE
KOI 670.01,,74.855842,11.884604,0.0890,,1.92,,CANDIDATE
KOI 671.01,,75.563876,10.528943,0.0520,,1.66,,CANDIDATE
KOI 671.03,,75.563876,10.528943,0.1270,,1.61,,CANDIDATE
KOI 672.01,,74.755827,12.372300,0.1220,,2.60,,CANDIDATE
KOI 672.02,,74.755827,12.372300,0.2300,,3.15,,CANDIDATE
KOI 673.01,,75.632420,10.609802,0.0550,,2.18,,CANDIDATE
KOI 674.01,,74.722985,13.041245,0.1310,,12.07,,CANDIDATE
KOI 676.01,,75.600506,11.687411,0.0660,,3.30,,CANDIDATE
KOI 676.02,,75.600506,11.687411,0.0300,,2.56,,CANDIDATE
KOI 678.01,,73.502828,16.424142,0.0640,,3.55,,CANDIDATE
KOI 678.02,,73.502828,16.424142,0.0500,,3.27,,CANDIDATE
KOI 679.01,,74.115198,14.945626,0.2070,,2.61,,CANDIDATE
KOI 679.02,,74.115198,14.945626,0.1320,,0.94,,CANDIDATE
KOI 680.01,,75.633712,11.879311,0.0800,,7.22,,CANDIDATE
KOI 682.01,,76.683298,10.024568,1.3670,,10.74,,CANDIDATE
KOI 683.01,,77.607584,8.343801,0.8630,,5.99,,CANDIDATE
KOI 684.01,,72.619025,19.334521,0.0510,,30.63,,CANDIDATE
KOI 685.01,,76.980109,9.951698,0.0460,,2.83,,CANDIDATE
KOI 686.01,,77.596755,9.156688,0.2570,,11.05,,CANDIDATE
KOI 687.01,,77.752013,9.013227,0.0490,,1.39,,CANDIDATE
KOI 688.01,,75.781303,13.524026,0.0440,,2.14,,CANDIDATE
KOI 689.01,,76.155238,13.574878,0.1120,,1.69,,CANDIDATE
KOI 691.01,,74.704576,17.385112,0.1860,,2.92,,CANDIDATE
KOI 691.02,,74.704576,17.385112,0.1240,,1.25,,CANDIDATE
KOI 692.01,,76.506871,13.456308,0.0350,,1.10,,CANDIDATE
KOI 692.02,,76.506871,13.456308,0.0550,,2.02,,CANDIDATE
KOI 693.01,,75.051747,17.538881,0.1850,,1.76,,CANDIDATE
KOI 693.02,,75.051747,17.538881,0.1240,,1.87,,CANDIDATE
KOI 694.01,,74.885482,18.125822,0.1290,,2.77,,CANDIDATE
KOI 695.01,,75.415342,16.990766,0.1830,,2.51,,CANDIDATE
KOI 697.01,,76.433632,14.841934,0.0410,,3.97,,CANDIDATE
KOI 698.01,,77.986929,11.726145,0.1060,,11.43,,CANDIDATE
KOI 700.01,,78.356825,11.072872,0.1770,,2.28,,CANDIDATE
KOI 700.02,,78.356825,11.072872,0.0800,,1.29,,CANDIDATE
KOI 700.03,,78.356825,11.072872,0.1080,,1.29,,CANDIDATE
KOI 701.01,,75.037662,18.695420,0.1170,,1.95,,CANDIDATE
KOI 701.02,,75.037662,18.695420,0.0540,,1.27,,CANDIDATE
KOI 701.03,,75.037662,18.695420,0.4170,,1.57,,CANDIDATE
KOI 703.01,,78.655705,11.274131,0.0250,,1.36,,CANDIDATE
KOI 704.01,,75.704089,18.053240,0.1290,,2.85,,CANDIDATE
KOI 707.01,KEPLER-33 d,77.262828,15.134210,0.1660,,5.69,,CONFIRMED
KOI 707.02,KEPLER-33 f,77.262828,15.134210,0.2540,,4.77,,CONFIRMED
KOI 707.03,KEPLER-33 e,77.262828,15.134210,0.2140,,4.26,,CONFIRMED
KOI 707.04,KEPLER-33 c,77.262828,15.134210,0.1190,,3.42,,CONFIRMED
KOI 707.05,KEPLER-33 b,77.262828,15.134210,0.0680,,1.83,,CONFIRMED
KOI 708.01,,78.785118,12.264291,0.1330,,2.54,,CANDIDATE
KOI 708.02,,78.785118,12.264291,0.0770,,1.82,,CANDIDATE
KOI 709.01,,76.961662,16.325276,0.1430,,2.04,,CANDIDATE
KOI 710.01,,78.704309,12.758295,0.0660,,2.12,,CANDIDATE
KOI 711.01,,79.452675,11.288780,0.2480,,3.18,,CANDIDATE
KOI 711.02,,79.452675,11.288780,0.0460,,1.50,,CANDIDATE
KOI 711.03,,79.452675,11.288780,0.4910,,2.83,,CANDIDATE
KOI 712.01,,77.291080,15.964040,0.0320,,0.93,,CANDIDATE
KOI 714.01,,77.407670,15.998476,0.0490,,2.57,,CANDIDATE
KOI 716.01,,80.527137,10.230932,0.1710,,6.29,,CANDIDATE
KOI 717.01,,76.158452,19.806014,0.1210,,1.87,,CANDIDATE
KOI 718.01,,77.887812,15.649005,0.0570,,2.57,,CANDIDATE
KOI 718.02,,77.887812,15.649005,0.1660,,3.06,,CANDIDATE
KOI 718.03,,77.887812,15.649005,0.2720,,2.67,,CANDIDATE
KOI 719.01,,78.811782,13.974482,0.0760,,1.53,,CANDIDATE-FOP
KOI 720.01,,80.372940,10.801771,0.0560,,2.66,,CANDIDATE
KOI 720.02,,80.372940,10.801771,0.0820,,2.53,,CANDIDATE
KOI 720.03,,80.372940,10.801771,0.1220,,2.74,,CANDIDATE
KOI 720.04,,80.372940,10.801771,0.0350,,1.41,,CANDIDATE
KOI 721.01,,80.509495,10.552618,0.1170,,2.76,,CANDIDATE
KOI 722.01,,80.581167,10.442502,0.2650,,2.63,,CANDIDATE
KOI 723.01,,77.825487,16.241937,0.0470,,3.26,,CANDIDATE
KOI 723.02,,77.825487,16.241937,0.1760,,3.61,,CANDIDATE
KOI 723.03,,77.825487,16.241937,0.0890,,4.75,,CANDIDATE
KOI 725.01,,78.227585,15.590993,0.0680,,10.67,,CANDIDATE
KOI 728.01,,80.722964,10.996724,0.0750,,11.33,,CANDIDATE
KOI 730.01,,81.325096,10.024090,0.1120,,2.85,,CANDIDATE
KOI 730.02,,81.325096,10.024090,0.0860,,1.89,,CANDIDATE
KOI 730.03,,81.325096,10.024090,0.1360,,2.43,,CANDIDATE
KOI 730.04,,81.325096,10.024090,0.0710,,1.56,,CANDIDATE
KOI 732.01,,78.367026,16.148177,0.0230,,3.32,,CANDIDATE
KOI 733.01,,79.076862,14.521005,0.0580,,2.54,,CANDIDATE
KOI 733.02,,79.076862,14.521005,0.0890,,2.21,,CANDIDATE
KOI 733.03,,79.076862,14.521005,0.0380,,1.36,,CANDIDATE
KOI 733.04,,79.076862,14.521005,0.1240,,2.28,,CANDIDATE
KOI 734.01,,79.106573,14.338183,0.1640,,3.24,,CANDIDATE
KOI 735.01,,80.884844,11.042955,0.1360,,4.37,,CANDIDATE
KOI 736.01,,79.539690,13.789373,0.1150,,2.20,,CANDIDATE
KOI 736.02,,79.539690,13.789373,0.0580,,1.33,,CANDIDATE
KOI 737.01,,80.080368,12.595896,0.1050,,5.06,,CANDIDATE
KOI 738.01,KEPLER-29 b,81.522547,10.110381,0.0910,,3.56,,CONFIRMED
KOI 738.02,KEPLER-29 c,81.522547,10.110381,0.1070,,3.22,,CONFIRMED
KOI 739.01,,77.204366,19.591246,0.0190,,1.51,,CANDIDATE
KOI 740.01,,78.296443,16.646896,0.1170,,2.16,,CANDIDATE
KOI 741.01,,81.116101,10.962844,0.1590,,22.81,,CANDIDATE
KOI 743.01,,78.865241,15.668919,0.1230,,7.49,,CANDIDATE
KOI 745.01,,81.283543,10.900869,0.1150,,7.18,,CANDIDATE
KOI 746.01,,78.645430,16.398200,0.0750,,2.43,,CANDIDATE
KOI 747.01,,77.660915,19.223995,0.0570,,3.31,,CANDIDATE
KOI 749.01,,79.988357,13.859543,0.0570,,2.23,,CANDIDATE
KOI 749.02,,79.988357,13.859543,0.0460,,1.56,,CANDIDATE
KOI 749.03,,79.988357,13.859543,0.0750,,1.33,,CANDIDATE
KOI 750.01,,79.481703,15.043865,0.1230,,1.55,,CANDIDATE
KOI 751.01,,81.746685,10.649674,0.0550,,2.56,,CANDIDATE
KOI 752.01,,80.102243,14.237868,0.0870,,2.59,,CANDIDATE
KOI 752.02,,80.102243,14.237868,0.2790,,3.20,,CANDIDATE
KOI 753.01,,81.651688,11.210924,0.1400,,8.43,,CANDIDATE
KOI 755.01,,79.293507,16.210483,0.0370,,2.89,,CANDIDATE
KOI 756.01,,81.502628,11.676226,0.0980,,4.06,,CANDIDATE
KOI 756.02,,81.502628,11.676226,0.0510,,2.78,,CANDIDATE
KOI 756.03,,81.502628,11.676226,0.0370,,1.53,,CANDIDATE
KOI 757.01,,78.977761,17.348249,0.1150,,4.73,,CANDIDATE
KOI 757.02,,78.977761,17.348249,0.2150,,3.21,,CANDIDATE
KOI 757.03,,78.977761,17.348249,0.0610,,2.09,,CANDIDATE
KOI 758.01,,81.967496,11.362367,0.1160,,3.15,,CANDIDATE
KOI 759.01,,78.783629,18.187791,0.1870,,3.92,,CANDIDATE
KOI 760.01,,80.717692,14.345064,0.0580,,10.93,,CANDIDATE
KOI 762.01,,82.711153,10.684349,0.0530,,2.28,,CANDIDATE
KOI 763.01,,80.607799,15.073272,0.1410,,12.36,,CANDIDATE
KOI 764.01,,81.992702,12.471339,0.2260,,5.44,,CANDIDATE
KOI 765.01,,79.492113,18.592755,0.0750,,2.43,,CANDIDATE
KOI 766.01,,81.145491,14.703587,0.0520,,4.18,,CANDIDATE
KOI 767.01,,82.635497,11.721870,0.0380,,12.18,,CANDIDATE
KOI 769.01,,81.875260,13.357672,0.0500,,2.27,,CANDIDATE
KOI 771.01,,82.618285,11.947209,,,13.39,,CANDIDATE
KOI 772.01,,79.282796,19.748035,0.3090,,12.74,,CANDIDATE
KOI 773.01,,81.298878,14.924814,0.2240,,2.30,,CANDIDATE
KOI 774.01,,80.805024,16.650911,0.0730,,14.71,,CANDIDATE
KOI 775.01,KEPLER-52 c,80.478238,18.087294,0.1030,,1.84,,CONFIRMED
KOI 775.02,KEPLER-52 b,80.478238,18.087294,0.0630,,2.10,,CONFIRMED
KOI 775.03,,80.478238,18.087294,0.1760,,1.86,,CANDIDATE
KOI 776.01,,81.585525,15.710840,0.0450,,5.29,,CANDIDATE
KOI 777.01,,82.597189,13.666445,0.2060,,6.65,,CANDIDATE
KOI 778.01,,80.282609,19.087849,0.0280,,1.59,,CANDIDATE
KOI 779.01,,81.358072,16.697795,0.0860,,9.98,,CANDIDATE
KOI 780.01,,82.596513,14.010714,0.0310,,2.19,,CANDIDATE
KOI 781.01,,83.351646,12.670817,0.0830,,3.11,,CANDIDATE
KOI 782.01,,81.658775,16.221206,0.0660,,4.98,,CANDIDATE
KOI 783.01,,83.312093,13.200367,0.0720,,4.75,,CANDIDATE
KOI 784.01,,82.916441,14.061510,0.1180,,1.92,,CANDIDATE
KOI 784.02,,82.916441,14.061510,0.0760,,1.96,,CANDIDATE
KOI 785.01,,83.547000,12.913211,0.0970,,2.39,,CANDIDATE
KOI 786.01,,82.345611,15.451352,0.0460,,1.83,,CANDIDATE
KOI 787.01,,83.992650,13.280971,0.0530,,2.88,,CANDIDATE
KOI 787.02,,83.992650,13.280971,0.0990,,3.50,,CANDIDATE
KOI 788.01,,82.373983,16.987800,0.1620,,3.11,,CANDIDATE
KOI 790.01,,84.334959,13.064536,0.0760,,2.26,,CANDIDATE
KOI 791.01,,82.774971,17.337762,0.1050,,7.10,,CANDIDATE
KOI 794.01,,70.514633,10.100230,0.0360,,2.12,,CANDIDATE
KOI 795.01,,70.646645,10.665404,0.0630,,2.55,,CANDIDATE
KOI 797.01,,70.763490,10.361783,0.0860,,7.73,,CANDIDATE
KOI 799.01,,71.953175,8.241382,0.0260,,6.07,,CANDIDATE
KOI 800.01,,71.125916,10.214416,0.0390,,3.27,,CANDIDATE
KOI 800.02,,71.125916,10.214416,0.0750,,3.39,,CANDIDATE
KOI 801.01,,71.868613,8.637744,0.0270,,8.98,,CANDIDATE
KOI 802.01,,71.973698,8.742075,0.1330,,10.46,,CANDIDATE
KOI 804.01,,70.874463,11.242611,0.0780,,2.54,,CANDIDATE
KOI 805.01,,70.128077,13.169998,0.0880,,12.85,,CANDIDATE
KOI 806.01,KEPLER-30 d,69.407078,14.913409,0.5300,,9.52,,CONFIRMED
KOI 806.02,KEPLER-30 c,69.407078,14.913409,0.2980,,13.24,,CONFIRMED
KOI 806.03,KEPLER-30 b,69.407078,14.913409,0.1840,,2.11,,CONFIRMED
KOI 809.01,,69.461519,14.994722,0.0250,,10.95,,CANDIDATE
KOI 810.01,,70.093999,13.668857,0.0530,,2.74,,CANDIDATE
KOI 811.01,,70.917148,12.140415,0.1320,,3.81,,CANDIDATE
KOI 812.01,,69.973193,14.476756,0.0370,,2.19,,CANDIDATE
KOI 812.02,,69.973193,14.476756,0.1210,,2.11,,CANDIDATE
KOI 812.03,,69.973193,14.476756,0.2120,,2.02,,CANDIDATE
KOI 812.04,,69.973193,14.476756,0.0650,,1.29,,CANDIDATE
KOI 813.01,,72.948971,8.516430,0.0450,,6.82,,CANDIDATE
KOI 814.01,,73.159528,8.579731,0.1430,,2.45,,CANDIDATE
KOI 815.01,,70.251773,14.726733,0.1960,,32.63,,CANDIDATE
KOI 816.01,,73.301045,8.847447,0.0790,,4.77,,CANDIDATE
KOI 817.01,,69.883242,16.288992,0.1340,,1.77,,CANDIDATE
KOI 817.02,,69.883242,16.288992,0.0660,,1.99,,CANDIDATE
KOI 818.01,,71.566182,12.864013,0.0650,,2.39,,CANDIDATE
KOI 821.01,,73.747172,8.833880,0.1490,,3.67,,CANDIDATE
KOI 822.01,,70.095249,16.641122,0.0720,,9.79,,CANDIDATE
KOI 823.01,,74.326945,8.076652,0.0190,,7.89,,CANDIDATE
KOI 824.01,,70.147621,16.894821,0.1100,,9.97,,CANDIDATE
KOI 825.01,,70.200089,16.940986,0.0700,,2.30,,CANDIDATE
KOI 825.02,,70.200089,16.940986,0.0490,,1.59,,CANDIDATE
KOI 826.01,,72.706981,11.418027,0.0650,,2.44,,CANDIDATE
KOI 827.01,,73.782622,9.330260,0.0650,,3.30,,CANDIDATE
KOI 829.01,KEPLER-53 b,72.604744,11.950648,0.1370,,2.89,,CONFIRMED
KOI 829.02,,72.604744,11.950648,0.0890,,1.92,,CANDIDATE
KOI 829.03,KEPLER-53 c,72.604744,11.950648,0.2220,,3.17,,CONFIRMED
KOI 830.01,,72.658821,11.874967,0.0430,,10.65,,CANDIDATE
KOI 833.01,,74.327006,8.513249,0.0470,,36.90,,CANDIDATE
KOI 834.01,,71.835018,13.749001,0.1620,,5.33,,CANDIDATE
KOI 834.02,,71.835018,13.749001,0.1100,,1.98,,CANDIDATE
KOI 834.03,,71.835018,13.749001,0.0660,,1.61,,CANDIDATE
KOI 834.04,,71.835018,13.749001,0.0320,,1.03,,CANDIDATE
KOI 835.01,,73.994899,9.459511,0.0920,,2.25,,CANDIDATE
KOI 835.02,,73.994899,9.459511,0.2600,,2.27,,CANDIDATE
KOI 837.01,,73.012528,11.556323,0.0720,,2.11,,CANDIDATE
KOI 837.02,,73.012528,11.556323,0.0470,,1.35,,CANDIDATE
KOI 838.01,,73.382316,10.843674,0.0560,,12.34,,CANDIDATE
KOI 840.01,,76.049402,6.159292,0.0380,,8.10,,CANDIDATE
KOI 841.01,KEPLER-27 b,73.687036,10.974473,0.1210,,5.44,,CONFIRMED
KOI 841.02,KEPLER-27 c,73.687036,10.974473,0.1940,,7.05,,CONFIRMED
KOI 842.01,,73.898064,10.507975,0.0920,,2.04,,CANDIDATE
KOI 842.02,,73.898064,10.507975,0.1840,,2.46,,CANDIDATE
KOI 843.01,,74.171264,10.151629,0.0520,,6.24,,CANDIDATE
KOI 844.01,,71.285456,16.828713,0.0460,,3.67,,CANDIDATE
KOI 845.01,,72.653578,13.599383,0.1230,,3.52,,CANDIDATE
KOI 846.01,,75.625676,8.029705,0.1680,,13.57,,CANDIDATE
KOI 847.01,,72.477861,14.635590,0.3280,,4.65,,CANDIDATE
KOI 849.01,,73.118305,13.406195,0.0890,,2.43,,CANDIDATE
KOI 850.01,,74.777808,10.138519,0.0870,,8.31,,CANDIDATE
KOI 851.01,,76.795194,6.713563,0.0520,,5.42,,CANDIDATE
KOI 852.01,,71.607095,17.389252,0.0460,,2.29,,CANDIDATE
KOI 853.01,,72.528792,15.135235,0.0730,,2.38,,CANDIDATE
KOI 853.02,,72.528792,15.135235,0.1070,,1.78,,CANDIDATE
KOI 854.01,,73.449907,13.131993,0.2350,,2.26,,CANDIDATE
KOI 855.01,,74.309961,11.674941,0.2100,,10.76,,CANDIDATE
KOI 856.01,,74.813686,10.742302,0.2280,,13.66,,CANDIDATE
KOI 857.01,,72.312660,16.221498,0.0600,,2.27,,CANDIDATE
KOI 857.02,,72.312660,16.221498,0.1390,,2.69,,CANDIDATE
KOI 858.01,,73.758561,12.952208,0.1050,,11.70,,CANDIDATE
KOI 861.01,,73.893705,12.923716,0.0310,,1.77,,CANDIDATE
KOI 863.01,,75.253374,10.432547,0.0420,,2.65,,CANDIDATE
KOI 864.01,,73.202913,14.867507,0.0490,,2.51,,CANDIDATE
KOI 864.02,,73.202913,14.867507,0.1370,,2.23,,CANDIDATE
KOI 864.03,,73.202913,14.867507,0.0850,,2.41,,CANDIDATE
KOI 865.01,,74.640579,11.978712,0.4640,,6.65,,CANDIDATE
KOI 867.01,,74.824828,11.638117,0.1160,,3.34,,CANDIDATE
KOI 868.01,,75.062089,11.008477,0.5930,,7.90,,CANDIDATE
KOI 869.01,,74.721462,11.971878,0.0700,,2.73,,CANDIDATE
KOI 869.02,,74.721462,11.971878,0.1990,,3.20,,CANDIDATE
KOI 869.03,,74.721462,11.971878,0.1220,,2.66,,CANDIDATE
KOI 869.04,,74.721462,11.971878,0.0400,,1.75,,CANDIDATE
KOI 870.01,KEPLER-28 b,74.880405,11.638761,0.0580,,2.52,,CONFIRMED
KOI 870.02,KEPLER-28 c,74.880405,11.638761,0.0770,,2.35,,CONFIRMED
KOI 871.01,,74.616135,12.347534,0.1020,,16.47,,CANDIDATE
KOI 872.01,KEPLER-46 b,74.113750,13.623746,0.1890,,7.04,,CONFIRMED
KOI 872.02,,74.113750,13.623746,0.0650,,1.46,,CANDIDATE
KOI 873.01,,75.067505,11.870702,0.0480,,1.58,,CANDIDATE
KOI 874.01,,76.597362,8.908832,0.0510,,2.26,,CANDIDATE
KOI 874.02,,76.597362,8.908832,0.0930,,1.52,,CANDIDATE
KOI 875.01,,76.640201,8.755282,0.0410,,2.30,,CANDIDATE
KOI 876.01,,73.901244,14.645733,0.0690,,12.25,,CANDIDATE
KOI 877.01,,75.745993,10.830308,0.0560,,2.42,,CANDIDATE
KOI 877.02,,75.745993,10.830308,0.0890,,2.37,,CANDIDATE
KOI 878.01,,77.106941,8.368843,0.1450,,2.97,,CANDIDATE
KOI 880.01,,75.616752,11.393128,0.1690,,4.00,,CANDIDATE
KOI 880.02,,75.616752,11.393128,0.2640,,5.35,,CANDIDATE
KOI 880.03,,75.616752,11.393128,0.0620,,2.34,,CANDIDATE
KOI 880.04,,75.616752,11.393128,0.0340,,1.42,,CANDIDATE
KOI 881.01,,76.283265,10.053892,0.1390,,3.28,,CANDIDATE
KOI 881.02,,76.283265,10.053892,0.6800,,4.37,,CANDIDATE
KOI 882.01,,76.614783,9.460179,0.0260,,12.17,,CANDIDATE
KOI 883.01,,76.938780,8.927964,0.0330,,9.94,,CANDIDATE
KOI 884.01,,74.328095,14.221249,0.0820,,4.13,,CANDIDATE
KOI 884.02,,74.328095,14.221249,0.1380,,4.23,,CANDIDATE
KOI 884.03,,74.328095,14.221249,0.0410,,1.59,,CANDIDATE
KOI 886.01,KEPLER-54 b,76.344899,10.198230,0.0630,,2.10,,CONFIRMED
KOI 886.02,KEPLER-54 c,76.344899,10.198230,0.0830,,1.23,,CONFIRMED
KOI 886.03,,76.344899,10.198230,0.1190,,1.74,,CANDIDATE
KOI 887.01,,76.627341,9.619759,0.0740,,2.47,,CANDIDATE
KOI 889.01,,69.199936,9.719427,0.0780,,10.22,,CANDIDATE
KOI 890.01,,72.848190,18.323071,0.0820,,8.27,,CANDIDATE
KOI 891.01,,73.204109,17.726621,0.0920,,3.14,,CANDIDATE
KOI 892.01,,75.177043,13.194750,0.0860,,2.48,,CANDIDATE
KOI 893.01,,75.994359,11.503324,0.0510,,2.12,,CANDIDATE
KOI 895.01,,77.274032,9.337431,0.0500,,10.51,,CANDIDATE
KOI 896.01,,76.240554,11.546385,0.1220,,4.52,,CANDIDATE
KOI 896.02,,76.240554,11.546385,0.0650,,3.22,,CANDIDATE
KOI 897.01,,78.462650,7.375576,0.0320,,12.41,,CANDIDATE
KOI 898.01,,73.114013,18.776633,0.0780,,2.83,,CANDIDATE
KOI 898.02,,73.114013,18.776633,0.0510,,2.18,,CANDIDATE
KOI 898.03,,73.114013,18.776633,0.1260,,2.36,,CANDIDATE
KOI 899.01,,77.658167,9.070918,0.0590,,1.64,,CANDIDATE
KOI 899.02,,77.658167,9.070918,0.0350,,1.25,,CANDIDATE
KOI 899.03,,77.658167,9.070918,0.0980,,1.61,,CANDIDATE
KOI 900.01,,73.080659,18.974283,0.1110,,4.60,,CANDIDATE
KOI 901.01,,74.111974,16.870527,0.0880,,4.78,,CANDIDATE
KOI 902.01,,74.903048,15.091176,0.3080,,4.74,,CANDIDATE
KOI 903.01,,77.351456,10.097694,0.0540,,6.28,,CANDIDATE
KOI 904.01,,74.258020,16.925383,0.0280,,1.65,,CANDIDATE
KOI 904.02,KEPLER-55 b,74.258020,16.925383,0.1530,,2.43,,CONFIRMED
KOI 904.03,KEPLER-55 c,74.258020,16.925383,0.2020,,2.21,,CONFIRMED
KOI 904.04,,74.258020,16.925383,0.0460,,1.46,,CANDIDATE
KOI 904.05,,74.258020,16.925383,0.0780,,1.70,,CANDIDATE
KOI 905.01,,77.824510,9.554844,0.0600,,4.09,,CANDIDATE
KOI 906.01,,75.656700,14.043676,0.0680,,2.36,,CANDIDATE
KOI 906.02,,75.656700,14.043676,0.1230,,2.60,,CANDIDATE
KOI 906.03,,75.656700,14.043676,0.0470,,1.02,,CANDIDATE
KOI 907.01,,77.907118,9.551437,0.1230,,3.64,,CANDIDATE
KOI 907.02,,77.907118,9.551437,0.1840,,3.82,,CANDIDATE
KOI 907.03,,77.907118,9.551437,0.0540,,1.66,,CANDIDATE
KOI 907.04,,77.907118,9.551437,0.4090,,4.08,,CANDIDATE
KOI 908.01,,78.702469,8.289522,0.0540,,11.26,,CANDIDATE
KOI 910.01,,74.499436,17.582878,0.0570,,2.88,,CANDIDATE
KOI 911.01,,76.249543,13.780630,0.0500,,2.36,,CANDIDATE
KOI 912.01,,77.959352,10.381766,0.0770,,1.97,,CANDIDATE
KOI 912.02,,77.959352,10.381766,0.0560,,1.08,,CANDIDATE
KOI 913.01,,74.780888,17.381220,0.0470,,9.96,,CANDIDATE
KOI 914.01,,75.834970,14.799946,0.0450,,1.59,,CANDIDATE
KOI 916.01,,77.475567,11.837191,0.0430,,4.23,,CANDIDATE
KOI 917.01,,80.057175,7.083471,0.0640,,2.52,,CANDIDATE
KOI 918.01,,74.703751,18.001947,0.2160,,10.29,,CANDIDATE
KOI 920.01,,77.007894,12.985311,0.1400,,2.40,,CANDIDATE
KOI 921.01,,77.019961,12.893005,0.0880,,2.66,,CANDIDATE
KOI 921.02,,77.019961,12.893005,0.1280,,3.09,,CANDIDATE
KOI 921.03,,77.019961,12.893005,0.0450,,1.76,,CANDIDATE
KOI 922.01,,78.152760,11.069280,0.0540,,2.13,,CANDIDATE
KOI 923.01,,77.025892,13.482363,0.0620,,3.00,,CANDIDATE
KOI 924.01,,77.181474,13.463147,0.2310,,3.62,,CANDIDATE
KOI 926.01,,75.932490,16.654920,0.0430,,3.58,,CANDIDATE
KOI 928.01,,75.682928,17.766549,0.0350,,2.56,,CANDIDATE
KOI 929.01,,75.873982,17.240221,0.0700,,8.88,,CANDIDATE
KOI 931.01,,79.151710,10.358804,0.0490,,12.05,,CANDIDATE
KOI 934.01,,76.822449,15.642864,0.0630,,3.74,,CANDIDATE
KOI 934.02,,76.822449,15.642864,0.1040,,2.38,,CANDIDATE
KOI 934.03,,76.822449,15.642864,0.1370,,2.73,,CANDIDATE
KOI 935.01,KEPLER-31 b,78.626967,11.957208,0.1560,,5.46,,CONFIRMED
KOI 935.02,KEPLER-31 c,78.626967,11.957208,0.2520,,5.07,,CONFIRMED
KOI 935.03,,78.626967,11.957208,0.4070,,4.01,,CANDIDATE
KOI 935.04,,78.626967,11.957208,0.0930,,1.88,,CANDIDATE
KOI 936.01,,75.772718,18.563720,0.0710,,2.69,,CANDIDATE
KOI 936.02,,75.772718,18.563720,0.0150,,1.54,,CANDIDATE
KOI 937.01,,78.364286,12.610725,0.1470,,2.72,,CANDIDATE
KOI 938.01,,79.406991,10.754227,0.0900,,3.16,,CANDIDATE
KOI 938.02,,79.406991,10.754227,0.0200,,1.38,,CANDIDATE
KOI 938.03,,79.406991,10.754227,0.0620,,1.74,,CANDIDATE
KOI 939.01,,78.396073,12.964139,0.0440,,1.57,,CANDIDATE
KOI 939.02,,78.396073,12.964139,0.0640,,1.57,,CANDIDATE
KOI 939.03,,78.396073,12.964139,0.0270,,1.13,,CANDIDATE
KOI 939.04,,78.396073,12.964139,0.0950,,1.65,,CANDIDATE
KOI 940.01,,79.782317,10.178862,0.0640,,3.67,,CANDIDATE
KOI 941.01,,79.870675,10.012466,0.0650,,4.14,,CANDIDATE
KOI 941.02,,79.870675,10.012466,0.0330,,2.37,,CANDIDATE
KOI 941.03,,79.870675,10.012466,0.1570,,5.10,,CANDIDATE
